index,Site EPA ID,Site Name,City,County,State,Zip Code,EPA Region,Date Type,Date,Site Score,Federal Facility Indicator,EPA ID,NPL Status,Superfund Alternative Approach Agreement?,Site URL
472,MID062222997,Butterworth #2 Landfill,Grand Rapids,KENT,Michigan,49504,5,Listing Date,9/8/1983,50.31,No,MID062222997,Final,No,www.epa.gov/superfund/butterworth2-landfill
473,MID980678627,"Cannelton Industries, Inc.",Sault Sainte Marie,CHIPPEWA,Michigan,49783,5,Listing Date,8/30/1990,30.16,No,MID980678627,Final,No,www.epa.gov/superfund/cannelton-industries
474,MID980477079,Chem Central,Wyoming Township,KENT,Michigan,49548,5,Listing Date,9/8/1983,38.2,No,MID980477079,Final,No,www.epa.gov/superfund/chem-central
475,MID980002273,Clare Water Supply,Clare,CLARE,Michigan,48617,5,Listing Date,9/21/1984,38.43,No,MID980002273,Final,No,www.epa.gov/superfund/clare-water-supply
476,MIN000510362,DSC McLouth Steel Gibraltar Plant,Gibraltar,WAYNE,Michigan,48173-9736,5,Listing Date,3/26/2015,50.0,No,MIN000510362,Final,No,www.epa.gov/superfund/dscmclouth-steel-gibraltar
477,MID980504716,Duell & Gardner Landfill,Dalton Township,MUSKEGON,Michigan,49445,5,Listing Date,9/8/1983,34.68,No,MID980504716,Final,No,www.epa.gov/superfund/duell-gardner-landfill
478,MID005068143,Electrovoice,Buchanan,BERRIEN,Michigan,49107,5,Listing Date,9/21/1984,35.36,No,MID005068143,Final,No,www.epa.gov/superfund/electrovoice
479,MID980410740,Forest Waste Products,Otisville,GENESEE,Michigan,48463,5,Listing Date,9/8/1983,38.64,No,MID980410740,Final,No,www.epa.gov/superfund/forest-waste-products
480,MID980410823,G&H Landfill,Utica,MACOMB,Michigan,48316,5,Listing Date,9/8/1983,49.09,No,MID980410823,Final,No,www.epa.gov/superfund/gh-landfill
481,MID017418559,Grand Traverse Overall Supply Co.,Greilickville,LEELANAU,Michigan,49684,5,Listing Date,9/8/1983,35.53,No,MID017418559,Final,No,www.epa.gov/superfund/grand-traverse-overall
482,MIN000510389,Gratiot County Golf Course,St. Louis,GRATIOT,Michigan,48880,5,Listing Date,3/4/2010,29.54,No,MIN000510389,Final,No,www.epa.gov/superfund/velsicol-burnpit
483,MID980506281,Gratiot County Landfill,St. Louis,GRATIOT,Michigan,48880,5,Listing Date,9/8/1983,,No,MID980506281,Final,No,www.epa.gov/superfund/gratiot-county-landfill
484,MID017075136,"H. Brown Co., Inc.",Grand Rapids,KENT,Michigan,49544,5,Listing Date,6/10/1986,39.88,No,MID017075136,Final,No,www.epa.gov/superfund/hbrown-co
485,MID980794408,Hedblum Industries,Oscoda,IOSCO,Michigan,48750,5,Listing Date,9/8/1983,37.29,No,MID980794408,Final,No,www.epa.gov/superfund/hedblum-industries
486,MID005341714,Hi-Mill Manufacturing Co.,Highland,OAKLAND,Michigan,48356,5,Listing Date,2/21/1990,49.54,No,MID005341714,Final,No,www.epa.gov/superfund/hi-mill-manufacturing
487,MID980794416,Ionia City Landfill,Ionia,IONIA,Michigan,48846,5,Listing Date,9/8/1983,31.31,No,MID980794416,Final,No,www.epa.gov/superfund/ionia-city-landfill
488,MID980609440,J & L Landfill,Rochester Hills,OAKLAND,Michigan,48307,5,Listing Date,3/31/1989,31.65,No,MID980609440,Final,No,www.epa.gov/superfund/jl-landfill
489,MID980506463,K&L Avenue Landfill,Oshtemo Township,KALAMAZOO,Michigan,49009,5,Listing Date,9/8/1983,38.1,No,MID980506463,Final,No,www.epa.gov/superfund/kl-avenue-landfill
490,MID006016703,Kaydon Corp.,Muskegon,MUSKEGON,Michigan,49441,5,Listing Date,2/21/1990,34.21,No,MID006016703,Final,No,www.epa.gov/superfund/kaydon-corp
491,MID000260281,Kentwood Landfill,Kentwood,KENT,Michigan,49512,5,Listing Date,9/8/1983,35.39,No,MID000260281,Final,No,www.epa.gov/superfund/kentwood-landfill
492,MID043681840,Kysor Industrial Corp.,Cadillac,WEXFORD,Michigan,49601,5,Listing Date,10/4/1989,33.94,No,MID043681840,Final,No,www.epa.gov/superfund/kysor-industrial
493,MID067340711,"Liquid Disposal, Inc.",Utica,MACOMB,Michigan,48317,5,Listing Date,9/8/1983,63.28,No,MID067340711,Final,No,www.epa.gov/superfund/liquid-disposal
494,MID005339676,McGraw Edison Corp.,Albion,CALHOUN,Michigan,49224,5,Listing Date,9/8/1983,33.42,No,MID005339676,Final,No,www.epa.gov/superfund/mcgraw-edison
495,MID980506562,Metamora Landfill,Metamora,LAPEER,Michigan,48455,5,Listing Date,9/21/1984,35.51,No,MID980506562,Final,No,www.epa.gov/superfund/metamora-landfill
496,MID000775957,Michigan Disposal Service (Cork Street Landfill),Kalamazoo,KALAMAZOO,Michigan,49001,5,Listing Date,2/21/1990,37.93,No,MID000775957,Final,No,www.epa.gov/superfund/michigan-disposal-service
497,MID980702989,"Motor Wheel, Inc.",Lansing,INGHAM,Michigan,48906,5,Listing Date,6/10/1986,48.91,No,MID980702989,Final,No,www.epa.gov/superfund/motor-wheel
498,MID072569510,Muskegon Chemical Co.,Whitehall,MUSKEGON,Michigan,49461,5,Listing Date,2/21/1990,34.19,No,MID072569510,Final,No,www.epa.gov/superfund/muskegon-chemical
499,MID005480900,North Bronson Industrial Area,Bronson,BRANCH,Michigan,49028,5,Listing Date,6/10/1986,33.93,No,MID005480900,Final,No,www.epa.gov/superfund/north-bronson-industrial
500,MID020883609,Northernaire Plating,Cadillac,WEXFORD,Michigan,49601,5,Listing Date,9/8/1983,57.93,No,MID020883609,Final,No,www.epa.gov/superfund/northernaire-plating
501,MID990858003,"Organic Chemicals, Inc.",Grandville,KENT,Michigan,49418,5,Listing Date,9/8/1983,32.93,No,MID990858003,Final,No,www.epa.gov/superfund/organic-chemicals
502,MID060174240,Ott/Story/Cordova Chemical Co.,Dalton Township,MUSKEGON,Michigan,49445,5,Listing Date,9/8/1983,53.41,No,MID060174240,Final,No,www.epa.gov/superfund/ott-story-cordova
503,MID980794747,Packaging Corp. of America,Filer City,MANISTEE,Michigan,49634,5,Listing Date,9/8/1983,51.91,No,MID980794747,Final,No,www.epa.gov/superfund/packaging-corp-america
504,MID980476907,"Parsons Chemical Works, Inc.",Grand Ledge,EATON,Michigan,48837,5,Listing Date,3/31/1989,31.32,No,MID980476907,Final,No,www.epa.gov/superfund/parsons-chemical
505,MID006031348,Peerless Plating Co.,Muskegon,MUSKEGON,Michigan,49444,5,Listing Date,8/30/1990,43.94,No,MID006031348,Final,No,www.epa.gov/superfund/peerless-plating
506,MID006013049,Petoskey Municipal Well Field,Petoskey,EMMET,Michigan,49770,5,Listing Date,9/8/1983,42.68,No,MID006013049,Final,No,www.epa.gov/superfund/pmc-groundwater
507,MID095402210,Rasmussen's Dump,Brighton,LIVINGSTON,Michigan,48116,5,Listing Date,9/8/1983,31.8,No,MID095402210,Final,No,www.epa.gov/superfund/rasmussens-dump
508,MID006028062,Rockwell International Corp. (Allegan Plant),Allegan,ALLEGAN,Michigan,49010,5,Listing Date,7/22/1987,52.15,No,MID006028062,Final,No,www.epa.gov/superfund/rockwell-intl-allegan
509,MID980499842,Rose Township Dump,Rose Township,OAKLAND,Michigan,48654,5,Listing Date,9/8/1983,50.92,No,MID980499842,Final,No,www.epa.gov/superfund/rose-township-dump
510,MID005340088,"Roto-Finish Co., Inc.",Kalamazoo,KALAMAZOO,Michigan,49002,5,Listing Date,6/10/1986,40.7,No,MID005340088,Final,No,www.epa.gov/superfund/roto-finish
511,MID000724930,SCA Independent Landfill,Muskegon Heights,MUSKEGON,Michigan,49444,5,Listing Date,9/8/1983,34.75,No,MID000724930,Final,No,www.epa.gov/superfund/sca-independent-landfill
512,MID980794473,Shiawassee River,Howell,LIVINGSTON,Michigan,48843,5,Listing Date,9/8/1983,31.01,No,MID980794473,Final,No,www.epa.gov/superfund/shiawassee-river
513,MID069826170,South Macomb Disposal Authority (Landfills #9 and #9A),Macomb Township,MACOMB,Michigan,48083,5,Listing Date,6/10/1986,33.67,No,MID069826170,Final,No,www.epa.gov/superfund/south-macomb-landfills
514,MID980608780,Southwest Ottawa County Landfill,Park Township,OTTAWA,Michigan,49424,5,Listing Date,9/8/1983,39.66,No,MID980608780,Final,No,www.epa.gov/superfund/southwest-ottawa-landfill
515,MID000268136,Sparta Landfill,Sparta Township,KENT,Michigan,49345,5,Listing Date,9/8/1983,32.0,No,MID000268136,Final,No,www.epa.gov/superfund/sparta-landfill
516,MID079300125,Spartan Chemical Co.,Wyoming,KENT,Michigan,49509,5,Listing Date,9/8/1983,41.05,No,MID079300125,Final,No,www.epa.gov/superfund/spartan-chemical
517,MID980499966,Springfield Township Dump,Davisburg,OAKLAND,Michigan,49405,5,Listing Date,9/8/1983,51.97,No,MID980499966,Final,No,www.epa.gov/superfund/springfield-township-dump
518,MID980609341,"State Disposal Landfill, Inc.",Grand Rapids,KENT,Michigan,49505,5,Listing Date,2/21/1990,42.24,No,MID980609341,Final,No,www.epa.gov/superfund/state-disposal-landfill
519,MID980703011,Sturgis Municipal Wells,Sturgis,ST. JOSEPH,Michigan,49091,5,Listing Date,9/21/1984,42.24,No,MID980703011,Final,No,www.epa.gov/superfund/sturgis-muni-wells
520,MID980794655,Tar Lake,Mancelona Township,ANTRIM,Michigan,49659,5,Listing Date,9/8/1983,48.55,No,MID980794655,Final,No,www.epa.gov/superfund/tar-lake
521,MIN000510063,Ten-Mile Drain,St. Clair Shores,MACOMB,Michigan,48081,5,Listing Date,9/29/2010,48.88,No,MIN000510063,Final,No,www.epa.gov/superfund/ten-mile-drain
522,MID044567162,"Thermo-Chem, Inc.",Muskegon,MUSKEGON,Michigan,49442,5,Listing Date,6/10/1986,53.36,No,MID044567162,Final,No,www.epa.gov/superfund/thermo-chem
523,MID980901946,Torch Lake,Houghton County,HOUGHTON,Michigan,49934,5,Listing Date,6/10/1986,46.72,No,MID980901946,Final,No,www.epa.gov/superfund/torch-lake
524,MID980794556,U.S. Aviex,Howard Township,CASS,Michigan,49120,5,Listing Date,9/8/1983,33.66,No,MID980794556,Final,No,www.epa.gov/superfund/us-aviex
525,MID000722439,Velsicol Chemical Corp.(Michigan),St. Louis,GRATIOT,Michigan,48880,5,Listing Date,9/8/1983,52.29,No,MID000722439,Final,No,www.epa.gov/superfund/velsicol-chemical-michigan
526,MID980793806,Verona Well Field,Battle Creek,CALHOUN,Michigan,49017,5,Listing Date,9/8/1983,46.86,No,MID980793806,Final,No,www.epa.gov/superfund/verona-wellfield
527,MID980701247,Wash King Laundry,Pleasant Plains Township,LAKE,Michigan,49304,5,Listing Date,9/8/1983,40.03,No,MID980701247,Final,No,www.epa.gov/superfund/wash-king-laundry
528,MND980823975,Arrowhead Refinery Co.,Hermantown,ST. LOUIS,Minnesota,55810,5,Listing Date,9/21/1984,43.75,No,MND980823975,Final,No,www.epa.gov/superfund/arrowhead-refinery
529,MND982425209,Baytown Township Ground Water Plume,Baytown Township,WASHINGTON,Minnesota,55042,5,Listing Date,12/16/1994,35.62,No,MND982425209,Final,No,www.epa.gov/superfund/baytown-township-groundwater
530,MND000686196,Burlington Northern (Brainerd/Baxter Plant),"Baxter, Brainerd",CROW WING,Minnesota,56401,5,Listing Date,9/8/1983,46.77,No,MND000686196,Final,No,www.epa.gov/superfund/burlington-northern-brainerd
531,MND006481543,FMC Corp. (Fridley Plant),Fridley,ANOKA,Minnesota,55421,5,Listing Date,9/8/1983,65.5,No,MND006481543,Final,No,www.epa.gov/superfund/fmc-fridley-plant
532,MND038384004,Freeway Sanitary Landfill,Burnsville,DAKOTA,Minnesota,55337,5,Listing Date,6/10/1986,45.91,No,MND038384004,Final,No,www.epa.gov/superfund/freeway-sanitary-landfill
533,MND985701309,Fridley Commons Park Well Field,Fridley,ANOKA,Minnesota,55432,5,Listing Date,1/19/1999,50.0,No,MND985701309,Final,No,www.epa.gov/superfund/fridley-commons-wellfield
534,MND051441731,General Mills/Henkel Corp.,Minneapolis,HENNEPIN,Minnesota,55414,5,Listing Date,9/21/1984,36.28,No,MND051441731,Final,No,www.epa.gov/superfund/general-mills-henkel
535,MND044799856,Joslyn Manufacturing & Supply Co.,Brooklyn Center,HENNEPIN,Minnesota,55422,5,Listing Date,9/21/1984,44.3,No,MND044799856,Final,No,www.epa.gov/superfund/joslyn-manufacturing-supply
536,MND000819359,Koppers Coke,St. Paul,RAMSEY,Minnesota,55104,5,Listing Date,9/8/1983,55.05,No,MND000819359,Final,No,www.epa.gov/superfund/koppers-coke
537,MND059680165,Kurt Manufacturing Co.,Fridley,ANOKA,Minnesota,55421,5,Listing Date,6/10/1986,31.41,No,MND059680165,Final,No,www.epa.gov/superfund/kurt-manufacturing
538,MND980792469,Lehillier/Mankato Site,Lehillier,BLUE EARTH,Minnesota,56001,5,Listing Date,9/8/1983,42.49,No,MND980792469,Final,No,www.epa.gov/superfund/lehillier-mankato
539,MND980904072,Long Prairie Ground Water Contamination,Long Prairie,TODD,Minnesota,56347,5,Listing Date,6/10/1986,31.94,No,MND980904072,Final,No,www.epa.gov/superfund/long-prairie-groundwater
540,MND006192694,MacGillis & Gibbs/Bell Lumber & Pole Co.,New Brighton,RAMSEY,Minnesota,55112,5,Listing Date,9/21/1984,48.33,No,MND006192694,Final,No,www.epa.gov/superfund/macgillis-gibbs
541,MN3170022914,Naval Industrial Reserve Ordnance Plant,Fridley,ANOKA,Minnesota,55421,5,Listing Date,11/21/1989,30.83,Yes,MN3170022914,Final,No,www.epa.gov/superfund/naval-industrial-reserve
542,MN7213820908,New Brighton/Arden Hills/TCAAP (USARMY),New Brighton,RAMSEY,Minnesota,55112,5,Listing Date,9/8/1983,59.16,Yes,MN7213820908,Final,No,www.epa.gov/superfund/new-brighton
543,MND980609515,Oakdale Dump,Oakdale,WASHINGTON,Minnesota,55128,5,Listing Date,9/8/1983,55.71,No,MND980609515,Final,No,www.epa.gov/superfund/oakdale-dump
544,MND980609572,Perham Arsenic Site,Perham,OTTER TAIL,Minnesota,56573,5,Listing Date,9/21/1984,37.98,No,MND980609572,Final,No,www.epa.gov/superfund/perham-arsenic-site
545,MND980609804,Reilly Tar & Chemical Corp. (St. Louis Park Plant),St. Louis Park,HENNEPIN,Minnesota,55426,5,Listing Date,9/8/1983,,No,MND980609804,Final,No,www.epa.gov/superfund/reilly-tar
546,MND980904064,Ritari Post & Pole,Sebeka,WADENA,Minnesota,56477,5,Listing Date,7/22/1987,29.81,No,MND980904064,Final,No,www.epa.gov/superfund/ritari-post-pole
547,MND980609614,South Andover Site,Andover,ANOKA,Minnesota,55303,5,Listing Date,9/8/1983,35.41,No,MND980609614,Final,No,www.epa.gov/superfund/south-andover
548,MNN000509136,South Minneapolis Residential Soil Contamination,Minneapolis,HENNEPIN,Minnesota,55407,5,Listing Date,9/19/2007,44.58,No,MNN000509136,Final,No,www.epa.gov/superfund/south-minneapolis-soil
549,MNN000502963,Spring Park Municipal Well Field,Spring Park,HENNEPIN,Minnesota,55384,5,Listing Date,5/17/2018,50.0,No,MNN000502963,Final,No,www.epa.gov/superfund/springparkwellfield
550,MND039045430,St. Louis River Site,St. Louis County,ST. LOUIS,Minnesota,55808,5,Listing Date,9/21/1984,32.08,No,MND039045430,Final,No,www.epa.gov/superfund/st-louis-river
551,MND057597940,St. Regis Paper Co.,Cass Lake,CASS,Minnesota,56633,5,Listing Date,9/21/1984,52.88,No,MND057597940,Final,No,www.epa.gov/superfund/st-regis-paper
552,MND981002249,Waite Park Wells,Waite Park,STEARNS,Minnesota,56387,5,Listing Date,6/10/1986,31.94,No,MND981002249,Final,No,www.epa.gov/superfund/waite-park-wells
553,MSD004006995,"American Creosote Works, Inc.",Louisville,WINSTON,Mississippi,39339,4,Listing Date,9/13/2001,62.2,No,MSD004006995,Final,No,www.epa.gov/superfund/american-creosote-works-inc
554,MSD008154486,"Chemfax, Inc.",Gulfport,HARRISON,Mississippi,39505,4,Listing Date,3/15/2012,38.4,No,MSD008154486,Final,No,www.epa.gov/superfund/chemfax
555,MSD046497012,Davis Timber Company,Hattiesburg,LAMAR,Mississippi,39401,4,Listing Date,7/27/2000,48.57,No,MSD046497012,Final,No,www.epa.gov/superfund/davis-timber
556,MSD990866329,Kerr-McGee Chemical Corp - Columbus,Columbus,LOWNDES,Mississippi,39701,4,Listing Date,9/16/2011,52.47,No,MSD990866329,Final,No,www.epa.gov/superfund/kerr-mcgee-chemical-columbus
557,MSN000403508,Mississippi Phosphates Corporation,Pascagoula,JACKSON,Mississippi,39581,4,Listing Date,1/18/2018,50.0,No,MSN000403508,Final,No,www.epa.gov/superfund/ms-phosphates-corp
558,MSD065490930,Picayune Wood Treating,Picayune,PEARL RIVER,Mississippi,39466,4,Listing Date,7/22/2004,51.03,No,MSD065490930,Final,No,www.epa.gov/superfund/picayune-wood-treating
559,MSD000272385,Red Panther Chemical Company,Clarksdale,COAHOMA,Mississippi,38614,4,Listing Date,9/16/2011,39.43,No,MSD000272385,Final,No,www.epa.gov/superfund/red-panther-chemical
560,MSD007037278,Rockwell International Wheel & Trim,Grenada,GRENADA,Mississippi,38901,4,Listing Date,9/13/2018,50.0,No,MSD007037278,Final,No,www.epa.gov/superfund/rockwell-intl-wheel
561,MSD086556388,Sonford Products,Flowood,RANKIN,Mississippi,39208-3227,4,Listing Date,3/7/2007,31.66,No,MSD086556388,Final,No,www.epa.gov/superfund/sonford-products
562,MSD000828558,Southeastern Wood Preserving,Canton,MADISON,Mississippi,39046,4,Listing Date,3/15/2012,48.03,No,MSD000828558,Final,No,www.epa.gov/superfund/southeastern-wood-preserving
563,MO0000958611,Annapolis Lead Mine,Annapolis,IRON,Missouri,63620,7,Listing Date,7/22/2004,56.67,No,MO0000958611,Final,No,www.epa.gov/superfund/annapolisleadmine
564,MOD046750253,Armour Road,North Kansas City,CLAY,Missouri,64116,7,Listing Date,5/10/1999,50.0,No,MOD046750253,Final,No,www.epa.gov/superfund/armourroad
565,MOD980860522,Bee Cee Manufacturing Co.,Malden,DUNKLIN,Missouri,63863,7,Listing Date,6/10/1986,28.59,No,MOD980860522,Final,No,www.epa.gov/superfund/beeceemanufacturing
566,MOD981126899,Big River Mine Tailings/St. Joe Minerals Corp.,Desloge,ST. FRANCOIS,Missouri,63601,7,Listing Date,10/14/1992,84.91,No,MOD981126899,Final,No,www.epa.gov/superfund/bigrivermine
567,MON000706143,Compass Plaza Well TCE,Rogersville,GREENE,Missouri,65742,7,Listing Date,3/15/2012,50.0,No,MON000706143,Final,No,www.epa.gov/superfund/compassplazawell
568,MOD000829705,Conservation Chemical Co.,Kansas City,JACKSON,Missouri,64120,7,Listing Date,10/4/1989,29.85,No,MOD000829705,Final,No,www.epa.gov/superfund/conservationchemicalco
569,MOD980633010,Ellisville Site,Ellisville,ST. LOUIS,Missouri,63011,7,Listing Date,9/8/1983,,No,MOD980633010,Final,No,www.epa.gov/superfund/ellisville
570,MOD980631139,Fulbright Landfill,Springfield,GREENE,Missouri,65803,7,Listing Date,9/8/1983,40.6,No,MOD980631139,Final,No,www.epa.gov/superfund/fulbrightlandfill
571,MO3213890012,Lake City Army Ammunition Plant (Northwest Lagoon),Independence,JACKSON,Missouri,64050,7,Listing Date,7/22/1987,33.62,Yes,MO3213890012,Final,No,www.epa.gov/superfund/lakecityammunition
572,MOD980853519,Lee Chemical,Liberty,CLAY,Missouri,64068,7,Listing Date,6/10/1986,46.81,No,MOD980853519,Final,No,www.epa.gov/superfund/leechemical
573,MOD098633415,Madison County Mines,Fredericktown,MADISON,Missouri,63645,7,Listing Date,9/29/2003,58.41,No,MOD098633415,Final,No,www.epa.gov/superfund/madisoncountymines
574,MOD980741912,Minker/Stout/Romaine Creek,Imperial,JEFFERSON,Missouri,63052,7,Listing Date,9/8/1983,36.78,No,MOD980741912,Final,No,www.epa.gov/superfund/minkerstoutromainecreek
575,MOD980965982,Missouri Electric Works,Cape Girardeau,CAPE GIRARDEAU,Missouri,63701,7,Listing Date,2/21/1990,31.2,No,MOD980965982,Final,No,www.epa.gov/superfund/missourielectricworks
576,MOD981507585,Newton County Mine Tailings,Granby,NEWTON,Missouri,64844,7,Listing Date,9/29/2003,50.0,No,MOD981507585,Final,No,www.epa.gov/superfund/newtoncountymine
577,MOD985798339,Newton County Wells,Joplin,NEWTON,Missouri,64804,7,Listing Date,7/27/2000,50.0,No,MOD985798339,Final,No,www.epa.gov/superfund/newtoncountywells
578,MOD981717036,Oak Grove Village Well,Oak Grove Village,FRANKLIN,Missouri,63080,7,Listing Date,9/5/2002,50.0,No,MOD981717036,Final,No,www.epa.gov/superfund/oakgrovevillagewell
579,MOD980686281,Oronogo-Duenweg Mining Belt,Jasper County,JASPER,Missouri,64801,7,Listing Date,8/30/1990,46.2,No,MOD980686281,Final,No,www.epa.gov/superfund/oronogoduenwegmining
580,MO0000958835,Pools Prairie,Neosho,NEWTON,Missouri,64850,7,Listing Date,9/17/1999,50.0,No,MO0000958835,Final,No,www.epa.gov/superfund/poolsprairie
581,MOD980860555,Quality Plating,Sikeston,SCOTT,Missouri,63801,7,Listing Date,6/10/1986,40.7,No,MOD980860555,Final,No,www.epa.gov/superfund/qualityplating
582,MOD981720246,Riverfront,New Haven,FRANKLIN,Missouri,63068,7,Listing Date,12/1/2000,50.0,No,MOD981720246,Final,No,www.epa.gov/superfund/riverfront
583,MOD980854111,"Solid State Circuits, Inc.",Republic,GREENE,Missouri,65738,7,Listing Date,6/10/1986,37.93,No,MOD980854111,Final,No,www.epa.gov/superfund/solidstatecircuit
584,MON000705443,Southwest Jefferson County Mining,Jefferson County,JEFFERSON,Missouri,63023,7,Listing Date,9/23/2009,70.71,No,MON000705443,Final,No,www.epa.gov/superfund/southwestjeffersoncountymining
585,MOD980633176,St. Louis Airport/Hazelwood Interim Storage/Futura Coatings Co.,St. Louis County,ST. LOUIS,Missouri,63145,7,Listing Date,10/4/1989,38.31,No,MOD980633176,Final,No,www.epa.gov/superfund/stlouisairport
586,MOD007452154,Syntex Facility,Verona,LAWRENCE,Missouri,65769,7,Listing Date,9/8/1983,43.78,No,MOD007452154,Final,No,www.epa.gov/superfund/syntexfacility
587,MOD980968341,Valley Park TCE,Valley Park,ST. LOUIS,Missouri,63088,7,Listing Date,6/10/1986,35.57,No,MOD980968341,Final,No,www.epa.gov/superfund/valleyparktce
588,MON000705803,Vienna Wells,Vienna,MARIES,Missouri,65582,7,Listing Date,9/29/2010,50.0,No,MON000705803,Final,No,www.epa.gov/superfund/viennawells
589,MON000705842,Washington County Lead District - Furnace Creek,Caledonia,WASHINGTON,Missouri,63631,7,Listing Date,3/10/2011,50.0,No,MON000705842,Final,No,www.epa.gov/superfund/washingtoncountyfurnacecreek
590,MON000705027,Washington County Lead District - Old Mines,Old Mines,WASHINGTON,Missouri,63630,7,Listing Date,3/19/2008,76.81,No,MON000705027,Final,No,www.epa.gov/superfund/washingtoncountyoldmines
591,MON000705023,Washington County Lead District - Potosi,Potosi,WASHINGTON,Missouri,63664,7,Listing Date,3/19/2008,50.0,No,MON000705023,Final,No,www.epa.gov/superfund/washingtoncountypotosi
